,b,sb,P,X1,X2,X3,X4,X5
0,0.7215478515815299,0.3360704448457943,0.7899126684166642,-1.339140297558444,-1.6850311694820455,0.2592421512446341,1.7712967160354651,-3.0094136154596938
1,1.4446795512575956,0.2474113090764909,0.7899126684166642,-0.7312955381523112,-1.5432858928133677,0.4499207742113285,1.2862819666105958,-2.8044912135678395
2,0.7722882730606927,-0.18154722891456476,0.7899126684166642,0.0996232301347959,-0.8985941072782004,1.010540851606192,2.366089736906682,-2.7259614956179514
3,0.7185400343660375,0.08552984699894794,0.7899126684166642,5.013690830829062,3.5248233698453797,2.0537426787165183,2.320887750362254,-1.0855806876728258
4,0.9189680374382654,-0.38605806836972456,0.7899126684166642,-1.364797704149646,-1.902934240466695,-0.4502873419902871,-1.3110417738055853,-0.4252981617846252
5,0.7051516503835493,0.2733947377060819,0.7899126684166642,-1.4059182991795809,-1.1563481127807322,-1.0525590888863225,-1.1829214532844006,-0.3344861854005412
6,0.8415701262713065,-0.0010582223614064024,0.7899126684166642,-1.3413227623523494,-0.7313864101725408,-1.5199056118883927,-1.8603838711487788,-0.37066379106495595
7,0.959526082752702,0.36177734810978823,0.7899126684166642,1.0802575346884624,-0.37567132158838357,3.2276591122604366,3.607321648682901,-2.435803199705032
8,0.9765221980308386,0.3911849038163425,0.7899126684166642,0.04309349680658148,0.17267595627385846,-0.7306015762948141,-2.0291560912502282,-0.45703161802595527
9,0.9717434340789824,-0.46865686714434385,0.7899126684166642,0.5030198075071239,-0.8022778472247429,1.017840693218993,0.6743556252504788,-0.36425484472604985
10,1.0970408131224485,-0.42247251728878,0.7899126684166642,-0.2526639575042331,-0.7714324787419519,-0.45668154923528625,-0.5131007339954561,0.6562813593206585
11,1.9953415766182991,-0.17737045685677288,0.7899126684166642,1.069718238574855,-0.6962526880860567,0.9408234030467453,1.334935511815143,-2.9830473028859785
12,1.79480763862384,-0.4831557737643968,0.7899126684166642,1.9862429762899594,0.14058611092987316,1.777931317903195,1.5425143453905088,-2.4219475904567203
13,1.4604224319309358,0.09218406083175024,0.7899126684166642,5.053490474962646,1.6271970744865976,3.152374569997235,1.5685482687428194,-1.6597595951303439
14,1.6574602965046574,-0.06037119976681771,0.7899126684166642,1.851301772228247,0.2989304309053116,1.2298495882733547,0.3882483476292746,0.24843757821802503
15,1.522825933587649,-0.36885778602546204,0.7899126684166642,2.0114855992891205,0.2547675725406746,0.932283400668954,0.58831507494879,-1.4179484415210504
16,1.5468551883055552,-0.0866028490641163,0.7899126684166642,0.9619025287896936,-0.34588135382983065,0.6706169573141141,0.9019838643052522,-0.25118327675182917
17,0.5055687164233879,-0.12532788142273732,0.7899126684166642,-0.7579877986969004,0.40126835468956834,-2.4464525761651137,2.3293677158845685,-3.7160573312316987
18,1.5660116081785167,0.4423766703659687,0.7899126684166642,2.406194236260788,0.2749529158990496,1.114480787278612,3.089493912203115,-1.486099312195222
19,1.0208013699010987,-0.004072754682218016,0.7899126684166642,-1.3095810422001744,1.5683329122987537,-4.306778476944435,-2.8863556522701654,0.34351945860270194
20,1.9845953346428615,0.20245073089492016,0.7899126684166642,-1.235059036719444,-2.4119497775360417,0.8860544825531074,1.8739214112463793,-2.1105714452440267
21,1.5932558934336374,-0.3871842333916926,0.7899126684166642,-1.121432605917086,-2.361325910959395,0.07571618213584252,2.3434423538872062,-0.391427270359904
22,1.4582547856168722,-0.017238029888602235,0.7899126684166642,0.6028010375201984,-0.4729600664897382,-0.0073873589987316635,-0.11458392704695641,-2.404934763312379
23,1.4901622660730123,-0.22876959990707924,0.7899126684166642,-1.012631583662026,-2.0382185829018065,-1.5103436551279026,-0.9079533650166117,-2.5748255459456835
24,1.7577085537558321,-0.33139146950318443,0.7899126684166642,-0.050777408926302225,-1.025893352249856,1.5762787376830838,0.7721448947247902,-1.5543266488639902
25,1.440043760235166,0.021110353955675953,0.7899126684166642,-1.2272042384778183,-2.22117727763882,1.2322967956639355,3.445523724066873,-3.1896263780109324
