,X1,X10,X12,X2,X3,X4,X8,X15,X16,X5,X6,X7,X11,X9,X13,X14
0,0.621094513724353,-0.8065341989112957,0.4096164204884629,0.45160040919157907,0.11783436745745925,-0.07231200153183819,-1.504543651215567,1.0060204029296596,-0.7558897579892784,0.8848770532985004,0.7644807342836213,-0.022278305818444498,2.7449679870442845,1.7292596380300274,1.2605819807682612,-1.4148560639848207
1,0.28875745141365866,-2.016827352395461,0.4910455483892636,-0.01635647027283967,0.8532762142430812,0.1961017177774777,-0.7962531309900603,1.2489893086917525,0.8081422931484623,0.9127569740019483,0.8563260165184319,0.12598816128600587,0.14176640621871905,1.3086633101536211,1.1919770580424567,-1.5102702638356278
2,0.4313467775034771,1.9479127694927232,-0.04137835569168262,1.6090649205831715,-0.35806503388359207,-0.43794724842051247,-1.0970647221357614,-0.9554153734901389,-0.844847725688174,1.0201436167821987,1.0920047455526039,-0.026929417337293926,0.03223261438535263,2.132682287582767,1.3170311997040571,1.4284118844182254
3,-0.2925488523763216,0.7318252237331146,0.6327219233790946,0.5136923257151562,-0.10031775794140611,-0.15691008684645086,-1.6852669025143645,3.1235802194664313,1.6652669347506648,-0.6703512373966299,-0.5799660697148449,0.7631921629171565,-0.9136077889712819,1.0033970433458257,0.18639805977523072,-0.25087524782641224
4,-1.937319099816857,1.1132833455827655,-1.6687649018182205,-0.23054795721331914,-2.3419708122205836,1.1196799794403738,-1.5669453908030384,1.2015299858062236,-1.0424595113731911,-0.744100568555027,6.337996493618606,4.962338727811232,-0.22549108814781965,1.0831350642455497,1.0920079989099813,-1.5259463182839392
5,1.9938454917048813,-0.37388701691704496,-1.3644550362049026,0.8540028014690022,0.18796872752833216,-0.36562769560155617,0.22949361306410865,1.6366527522608603,-0.5860905893880187,-0.23588269005981877,1.3930587738714397,0.6176465471036554,-0.5045084785902783,0.5710499348216933,0.7602466263691519,-0.45146523375359854
6,1.815464489706576,-0.3258073884992876,-0.7206319634940339,-1.6963507008248184,-0.3382779210079362,0.41343355558829364,-0.23621139336453215,1.2305733415366875,-1.3118878144039017,4.135695942638284,-1.5759064672621512,2.0413281973803077,-0.21646438968548498,-0.0531888323509887,-1.0405381192994139,-0.8902217745952085
7,-2.875913347905916,0.7180303602383331,0.7101886591823703,0.41765563350175355,-1.7089599671993052,-1.5651550433681816,-0.24666285613167646,0.032460964247123636,-0.7141015373583084,-3.3453297397648543,1.7486928876880787,2.346938433713201,3.041733121037942,1.7131165566305773,1.2102435486324117,-0.7969003431705705
8,-0.30837135895833206,0.11181399084575795,1.7130688437222152,-0.9362567483104233,1.0641881464959477,-1.2184506907518307,-0.2149440143024335,2.2137269731234754,2.383427795757871,-0.0503102454660912,-1.172692472265748,0.14212449988539633,-3.135263843588368,0.29492890329416127,1.0446615127447418,0.13167736409176165
9,0.7681956071910279,0.9844127305516457,0.35723021159696877,1.6407440437328287,0.6604026413368453,0.30347200602106383,0.5256057965180255,0.5454661596168414,1.7039466678137445,-0.7122844853440036,3.131757696178446,-0.24676503416075363,-0.4254464667000514,0.5878984413400816,0.4118665177998578,-3.1244989951489064
10,0.17239680689542147,-0.5678703964384451,0.3899630637524804,0.20018842578577076,-0.08667395196431912,0.496757050897609,-0.5688547721478643,1.799875749299501,0.770443194462157,-0.6272036231924064,0.6991147018583266,1.3292191489912124,0.03842447495012591,1.1267790553884576,1.1535165944653736,0.22039058088799068
11,0.47860442477645126,-0.6748364162459203,1.2981131626121734,-0.5242350939183633,-0.8295493114334244,0.9112670086735635,-0.04132924196084667,0.49833588710359056,1.5979147595861543,-1.7899071907029995,0.18055191005924898,-0.09114247634453787,-1.1880360567140715,-0.09215545704777117,1.0115079360805639,-2.0280142141009474
