Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7
1.0,0.0,0.0,0.3213572854291417,0.07763975155279502,0.6947674418604651,0.20572002007024584,0.07417582417582418
1.0,0.0,0.0,0.3213572854291417,0.07763975155279502,0.7383720930232558,0.20572002007024584,0.07417582417582418
0.526255707762557,0.3964941569282137,0.0,0.8483033932135728,0.0,0.3808139534883721,0.0,0.739010989010989
0.526255707762557,0.3964941569282137,0.0,0.8483033932135728,0.0,0.3808139534883721,0.0,1.0
0.22054794520547943,0.3683917640511965,0.0,0.5608782435129741,0.0,0.5156976744186046,0.58078273958856,0.9862637362637363
0.3744292237442922,0.31719532554257096,0.0,0.8483033932135728,0.0,0.3808139534883721,0.190667335674862,0.2445054945054945
0.634703196347032,0.2643294379521425,0.0,0.8483033932135728,0.0,0.3808139534883721,0.0,1.0
0.634703196347032,0.2643294379521425,0.0,0.8483033932135728,0.0,0.3808139534883721,0.0,0.07417582417582418
0.3744292237442922,0.31719532554257096,0.0,0.8483033932135728,0.0,0.3808139534883721,0.190667335674862,0.07417582417582418
0.8515981735159818,0.0,0.0,0.8483033932135728,0.0,0.3808139534883721,0.0,0.07417582417582418
0.22054794520547943,0.3683917640511965,0.0,0.5608782435129741,0.0,0.5156976744186046,0.58078273958856,0.2445054945054945
0.22054794520547943,0.3683917640511965,0.0,0.5608782435129741,0.0,0.5156976744186046,0.58078273958856,0.07417582417582418
0.7431506849315068,0.13216471897607124,0.0,0.8483033932135728,0.0,0.3808139534883721,0.0,0.739010989010989
0.2009132420091324,0.528658875904285,0.0,0.8483033932135728,0.0,0.3808139534883721,0.190667335674862,0.2445054945054945
0.4611872146118721,0.211463550361714,0.0,0.8483033932135728,0.0,0.3808139534883721,0.190667335674862,0.07417582417582418
0.634703196347032,0.0,0.0,0.8483033932135728,0.0,0.3808139534883721,0.190667335674862,0.2445054945054945
0.08584474885844748,0.5826377295492488,0.0,0.5608782435129741,0.0,0.7151162790697675,0.53411941796287,0.2445054945054945
0.547945205479452,0.105731775180857,0.0,0.8483033932135728,0.0,0.3808139534883721,0.190667335674862,1.0
0.634703196347032,0.2643294379521425,0.0,0.8483033932135728,0.0,0.3808139534883721,0.0,0.2445054945054945
0.8515981735159818,0.0,0.0,0.8483033932135728,0.0,0.3808139534883721,0.0,0.49175824175824173
0.7431506849315068,0.13216471897607124,0.0,0.8483033932135728,0.0,0.3808139534883721,0.0,0.49175824175824173
0.08584474885844748,0.5826377295492488,0.0,0.5608782435129741,0.0,0.7151162790697675,0.53411941796287,0.07417582417582418
0.08584474885844748,0.5826377295492488,0.0,0.5608782435129741,0.0,0.7151162790697675,0.53411941796287,0.005494505494505495
0.08584474885844748,0.5826377295492488,0.0,0.5608782435129741,0.0,0.7151162790697675,0.53411941796287,0.49175824175824173
0.634703196347032,0.0,0.0,0.8483033932135728,0.0,0.3808139534883721,0.190667335674862,1.0
0.634703196347032,0.0,0.0,0.8483033932135728,0.0,0.3808139534883721,0.190667335674862,0.739010989010989
0.634703196347032,0.2643294379521425,0.0,0.8483033932135728,0.0,0.3808139534883721,0.0,0.739010989010989
0.547945205479452,0.105731775180857,0.0,0.8483033932135728,0.0,0.3808139534883721,0.190667335674862,0.49175824175824173
0.7431506849315068,0.13216471897607124,0.0,0.8483033932135728,0.0,0.3808139534883721,0.0,0.07417582417582418
0.8515981735159818,0.0,0.0,0.8483033932135728,0.0,0.3808139534883721,0.0,0.016483516483516484
0.4611872146118721,0.211463550361714,0.0,0.8483033932135728,0.0,0.3808139534883721,0.190667335674862,1.0
0.3744292237442922,0.31719532554257096,0.0,0.8483033932135728,0.0,0.3808139534883721,0.190667335674862,1.0
0.22054794520547943,0.3683917640511965,0.0,0.5608782435129741,0.0,0.5156976744186046,0.58078273958856,0.49175824175824173
0.8515981735159818,0.0,0.0,0.8483033932135728,0.0,0.3808139534883721,0.0,0.739010989010989
0.2009132420091324,0.528658875904285,0.0,0.8483033932135728,0.0,0.3808139534883721,0.190667335674862,1.0
0.3093607305936073,0.6608235948803561,0.0,0.8483033932135728,0.0,0.3808139534883721,0.0,0.739010989010989
0.3093607305936073,0.6608235948803561,0.0,0.8483033932135728,0.0,0.3808139534883721,0.0,0.07417582417582418
0.526255707762557,0.3964941569282137,0.0,0.8483033932135728,0.0,0.3808139534883721,0.0,0.2445054945054945
